Order,Brüt m²,Net m²,Rooms,Bath,Floors,Floor Location,Building Age,Heating Type,Furniture,Using Status,Building Status,Housing Type,Rent Earning,From,Suitable for Credit,Price,Coord1,Coord2,Street,District,Location3,Due Price,Suitable for exchange
6667,133,123,3+1,2,9,6,3,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Mülk Sahibi,,,0,,Evet,600000,41.11132047,28.7685018,Kayabaşı,Başakşehir, İstanbul,0,
6668,125,95,3+1,1,,4,,Kalorifer (Doğalgaz),,Mülk Sahibi,,Ara Kat,,Danışman,Evet,680000,40.97038364,29.11836357,İçerenköy,Ataşehir, İstanbul,100,
6669,100,90,2+1,1,5,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,,Evet,260000,40.99556489,28.67636014,Yakuplu,Beylikdüzü, İstanbul,,Evet
6670,120,110,2+1,1,3,1,21-25 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,,Danışman,Evet,500000,40.89413636,29.17213877,Kordonboyu,Kartal, İstanbul,,
6671,90,89,2+1,1,5,Yüksek Giriş,26-30 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,230000,40.97928445,28.7294743,Denizköşkler,Avcılar, İstanbul,20,
6672,140,125,3+1,1,5,3,26-30 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,2300,Danışman,Evet,530000,41.00538198,28.8558786,Siyavuşpaşa,Bahçelievler, İstanbul,40,
6673,85,80,2+1,1,,Kot 1,,,Eşyasız,,,,,,Evet,400000,41.02065923,28.94182317,Hırka-i Şerif,Fatih, İstanbul,,
6674,149,149,3+1,2,10-20 arası,9,0,Yerden Isıtma,Sadece Beyaz Eşya,Boş,Sıfır,Ara Kat,,Danışman,Evet,1380000,40.9693405,29.07332453,Erenköy,Kadıköy, İstanbul,,
6675,90,85,2+1,1,4,1,0,Kombi (Doğalgaz),Eşyasız,Kiracılı,Sıfır,Ara Kat,1300,Danışman,Evet,290000,41.00841206,28.83014108,Yenibosna Merkez,Bahçelievler, İstanbul,30,
6676,120,112,2+1,2,6,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,İnşaat Geliştirici,Evet,190000,41.03992194,28.68086799,Yenikent,Esenyurt, İstanbul,0,Evet
6677,145,135,3+1,2,6,2,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,335000,41.07912442,28.2453161,Yeni,Silivri, İstanbul,50,
6678,130,129,3+1,1,4,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,Danışman,Evet,295000,41.0096565,29.24867191,Safa,Sancaktepe, İstanbul,,
6679,100,85,2+1,1,10-20 arası,13,6-10 arası,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Mülk Sahibi,İkinci El,En Üst Kat,1750,Danışman,Evet,450000,41.0663317,28.90986399,Bağlarbaşı,Gaziosmanpaşa, İstanbul,325,
6680,82,70,2+1,1,3,1,0,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,900,Danışman,Evet,208000,40.96348617,29.23708255,Veysel Karani,Sancaktepe, İstanbul,0,
6681,100,90,2+1,1,5,3,21-25 arası,Kalorifer (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,3500,Danışman,Evet,730000,41.04732283,29.00795988,Cihannüma,Beşiktaş, İstanbul,,
6682,120,119,3+1,1,4,4,0,Kombi (Doğalgaz),Eşyasız,Kiracılı,Sıfır,Çatı Dubleksi,1400,Danışman,Evet,350000,40.90422042,29.17328238,Atalar,Kartal, İstanbul,,
6683,110,100,2+1,1,,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,419000,41.00768356,28.64148277,Cumhuriyet,Beylikdüzü, İstanbul,,Evet
6684,100,90,2+1,1,4,2,11-15 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,0,Danışman,Evet,244500,41.01495961,29.14245336,Altınşehir,Ümraniye, İstanbul,0,
6685,183,182,3+1,2,10-20 arası,7,0,Yerden Isıtma,Eşyalı (Mobilyalı),,,,0,,Hayır,999999,41.117174,28.78961107,Başakşehir,Başakşehir, İstanbul,0,
6686,140,135,3+1,1,4,4,0,Yerden Isıtma,Eşyasız,Boş,Sıfır,Dubleks,0,,Evet,340000,41.07930904,28.99475814,Gültepe,Kağıthane, İstanbul,0,
6687,90,85,2+1,2,,,,,,,,,,,Hayır,275000,40.99262996,28.90716232,Gökalp,Zeytinburnu, İstanbul,,
6688,130,120,3+1,1,5,En Üst Kat,26-30 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,,2000,,Evet,595000,41.01055611,28.94788405,Molla Gürani,Fatih, İstanbul,10,Evet
6689,305,275,4+2,2,5,5,11-15 arası,Kombi (Doğalgaz),Sadece Mutfak,Boş,İkinci El,Çatı Dubleksi,,Danışman,Evet,1350000,41.01691106,28.83111835,Yenibosna Merkez,Bahçelievler, İstanbul,,
6690,128,93,3+1,1,10-20 arası,7,3,Merkezi Sistem (Isı Payı Ölçer),Sadece Beyaz Eşya,Mülk Sahibi,İkinci El,Ara Kat,4500,Danışman,Evet,1250000,40.965465,29.081887,Suadiye,Kadıköy, İstanbul,390,
6691,105,90,3+1,1,5,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,Danışman,Evet,179500,40.99648401,28.6600256,Beylikdüzü OSB,Beylikdüzü, İstanbul,15,
6692,75,55,1+1,1,6,Yüksek Giriş,0,Kat Kaloriferi,Eşyasız,Boş,Sıfır,Giriş Kat,900,İnşaat Geliştirici,Evet,230000,40.9172725,29.1883984,Soğanlık Yeni,Kartal, İstanbul,30,Evet
6693,75,65,1+1,2,4,Kot 1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,0,Danışman,Evet,185000,40.9700608,29.11848164,İçerenköy,Ataşehir, İstanbul,0,
6694,85,75,3+1,1,4,Bahçe katı,0,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,475000,41.01980995,29.01054062,Salacak,Üsküdar, İstanbul,0,
6695,160,130,3+1,2,6,5,0,Kalorifer (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,170000,41.00233218,28.66436999,Beylikdüzü OSB,Beylikdüzü, İstanbul,,Evet
6696,95,90,2+1,1,4,3,0,Kalorifer (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,,Evet,320000,40.99074311,28.71644536,Üniversite,Avcılar, İstanbul,,
6697,130,110,3+1,1,8,6,16-20 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,,Danışman,Evet,650000,40.98642959,29.12408564,Küçükbakkalköy,Ataşehir, İstanbul,,
6698,135,115,3+1,2,6,3,0,,,,,,1400,Danışman,Evet,400000,41.07882701,28.26667747,Yeni,Silivri, İstanbul,200,
6699,85,80,2+1,1,5,3,40 ve üzeri,Kombi (Doğalgaz),,Boş,,Ara Kat,,,Evet,480000,41.06230408,28.98548546,Merkez,Şişli, İstanbul,,
6700,120,119,3+1,1,5,2,16-20 arası,Kalorifer (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,1500,Danışman,Hayır,282500,40.98433398,28.89359403,Sümer,Zeytinburnu, İstanbul,0,
6701,130,120,3+1,1,6,Bahçe katı,4,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,0,,Evet,250000,41.03543316,29.1735667,Merkez,Çekmeköy, İstanbul,0,Evet
6702,110,100,2+1,2,5,Yüksek Giriş,11-15 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,Danışman,Evet,210000,41.05661422,28.91900618,Sarıgöl,Gaziosmanpaşa, İstanbul,20,Evet
6703,110,110,3+1,1,5,3,21-25 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,,Danışman,Evet,375000,41.09984855,28.86992453,Uğur Mumcu,Sultangazi, İstanbul,,
6704,146,112,3+1,2,10-20 arası,15,1,Klima,Eşyasız,Kiracılı,,,0,,Hayır,625000,41.092424,28.647692,Bahçeşehir 2. Kısım,Başakşehir, İstanbul,350,
6705,85,80,2+1,1,4,1,3,Kombi (Doğalgaz),Eşyasız,Kiracılı,,Ara Kat,0,,Evet,295000,41.02012715,28.77110007,İstasyon,Küçükçekmece, İstanbul,0,
6706,85,84,2+1,1,4,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,Danışman,Evet,205000,41.00547365,29.25415301,Merve,Sancaktepe, İstanbul,25,
6707,110,100,2+1,1,6,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,289000,41.00735971,28.64131111,Cumhuriyet,Beylikdüzü, İstanbul,,Evet
6708,155,140,3+1,2,10,6,3,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,785000,41.03412076,29.22873694,Taşdelen,Çekmeköy, İstanbul,300,Evet
6709,65,60,1+1,1,2,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1000,Danışman,Evet,220000,41.06829862,28.9412846,Sakarya,Eyüpsultan, İstanbul,,
6710,171,170,3+1,2,10-20 arası,9,0,,,Boş,Sıfır,Ara Kat,,,Evet,530000,41.01337342,28.68559241,Zafer,Esenyurt, İstanbul,,
6711,90,85,2+1,1,4,Kot 1,11-15 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,,1100,Danışman,Evet,210000,41.06341328,28.90831469,Merkez,Gaziosmanpaşa, İstanbul,,
6712,130,120,3+1,1,4,Bahçe katı,3,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Bahçe Katı,0,,Evet,299000,41.01848857,28.85089204,Cumhuriyet,Bahçelievler, İstanbul,0,
6713,130,125,3+1,1,5,3,11-15 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,495000,41.0295058,29.07500625,Ferah,Üsküdar, İstanbul,0,
6714,165,135,3+1,2,5,3,26-30 arası,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,3250000,41.08452686,29.02409045,Akat,Beşiktaş, İstanbul,0,
6715,200,190,4+1,1,5,4,5,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Dubleks,1900,Danışman,Evet,375000,41.10183796,28.89250761,Gazi,Sultangazi, İstanbul,,Evet
6716,95,90,2+1,1,5,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,220000,,,Güzelyurt,Esenyurt, İstanbul,,Evet
6717,90,85,2+1,1,,,,,,,,,,,Hayır,210000,41.03852542,28.85541681,Sancaktepe,Bağcılar, İstanbul,,
6718,110,100,2+2,2,3,Zemin Kat,2,Kombi (Doğalgaz),Eşyasız,Boş,,Ters Dubleks,0,,Hayır,250000,41.19015691,28.75640591,Anadolu,Arnavutköy, İstanbul,0,
6719,210,190,4+1,3,5,3,36-40 arası,Merkezi Sistem,Eşyasız,Mülk Sahibi,İkinci El,,0,Danışman,Evet,4000000,41.0639045,29.02678211,Ulus,Beşiktaş, İstanbul,0,
6720,110,100,2+1,1,6,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,255000,41.03662935,28.68987475,Balıkyolu,Esenyurt, İstanbul,,Evet
6721,122,112,3+1,1,4,2,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Kiracılı,,Ara Kat,0,,Hayır,280000,41.1314079,28.780513,Kayabaşı,Başakşehir, İstanbul,0,
6722,95,85,2+1,2,4,2,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,1000,Danışman,Evet,280000,41.01693215,29.23017625,Aydınlar,Çekmeköy, İstanbul,,
6723,90,,2+1,1,3,Giriş Katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,260000,41.05933661,28.90944145,Merkez,Gaziosmanpaşa, İstanbul,0,
6724,120,115,3+1,1,5,,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,195000,41.04814753,28.66006785,Selahaddin Eyyubi,Esenyurt, İstanbul,,Evet
6725,210,200,4+2,2,2,2,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Çatı Dubleksi,0,Danışman,Evet,600000,41.05791959,28.94179277,Merkez,Eyüpsultan, İstanbul,0,
6726,145,135,3+1,2,10-20 arası,9,11-15 arası,Kombi (Doğalgaz),Eşyalı (Mobilyalı),Kiracılı,,Ara Kat,3000,Danışman,Evet,1200000,41.02397936,29.12261914,Fatih Sultan Mehmet,Ümraniye, İstanbul,500,Evet
6727,118,80,2+1,2,9,9,4,Merkezi Sistem (Isı Payı Ölçer),Sadece Beyaz Eşya,Mülk Sahibi,,Ara Kat,0,,Evet,460000,41.07638497,28.69588088,Bahçeşehir 1. Kısım,Başakşehir, İstanbul,0,
6728,50,42,1+1,1,4,Giriş Katı,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Ara Kat,0,Danışman,Evet,330000,40.95476824,29.10403202,Altıntepe,Maltepe, İstanbul,0,
6729,350,285,6+2,4,8,8,6-10 arası,Klima,Sadece Beyaz Eşya,Mülk Sahibi,İkinci El,Ara Dubleks,0,Danışman,Evet,2749999,41.11485572,28.80311117,Başak,Başakşehir, İstanbul,0,
6730,80,70,2+1,1,7,,3,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,Ara Kat,1800,Danışman,Evet,465000,41.0875987,29.00133863,Emniyet Evleri,Kağıthane, İstanbul,85,Evet
6731,210,170,3+1,2,10-20 arası,2,0,Klima,Eşyalı (Mobilyalı),Mülk Sahibi,,Ara Kat,0,Danışman,Evet,900000,41.00901891,28.6802993,Zafer,Esenyurt, İstanbul,350,Evet
6732,290,289,4+2,3,4,3,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Çatı Dubleksi,0,Danışman,Hayır,4500000,41.17832261,28.88933067,Göktürk Merkez,Eyüpsultan, İstanbul,1000,
6733,189,160,3+1,2,1,4,4,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Kiracılı,İkinci El,Ara Kat,4400,Danışman,Evet,1270000,40.9908998,29.12642547,Atatürk,Ataşehir, İstanbul,,
6734,110,100,2+1,1,6,4,0,Kombi (Doğalgaz),,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,199500,41.00363356,28.70410405,Mustafa Kemal Paşa,Avcılar, İstanbul,,Evet
6735,85,80,2+1,1,5,Bahçe katı,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,900,Danışman,Evet,185000,41.09856703,28.88986786,Yunus Emre,Sultangazi, İstanbul,,Evet
6736,90,80,2+1,1,4,2,11-15 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,1175000,41.08779676,29.03264033,Akat,Beşiktaş, İstanbul,80,
6737,160,130,3+1,1,7,7,0,Kalorifer (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,,İnşaat Geliştirici,Evet,169000,41.00141394,28.66207923,Beylikdüzü OSB,Beylikdüzü, İstanbul,,Evet
6738,105,100,2+1,3,5,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,,0,,Evet,1300000,40.95928941,28.82434845,Yeşilköy,Bakırköy, İstanbul,0,
6739,180,150,3+2,2,4,En Üst Kat,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Dubleks,1700,,Evet,535000,41.00658161,28.50313013,Güzelce,Büyükçekmece, İstanbul,100,Evet
6740,90,80,2+1,0,5,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Giriş Kat,,Danışman,Evet,260000,41.09622706,28.89214603,Yunus Emre,Sultangazi, İstanbul,,Evet
6741,115,100,2+1,1,5,Bahçe katı,0,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,485000,40.88245491,29.20936752,Kordonboyu,Kartal, İstanbul,120,
6742,125,92,3+1,2,10-20 arası,2,0,Merkezi Sistem (Isı Payı Ölçer),Sadece Mutfak,Boş,Sıfır,Ara Kat,,Danışman,Evet,1375000,40.97390537,29.04407924,Fenerbahçe,Kadıköy, İstanbul,,
6743,175,170,3+2,1,3,Çatı Katı,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Çatı Dubleksi,,Danışman,Evet,500000,41.10954294,28.85658123,İsmetpaşa,Sultangazi, İstanbul,,Evet
6744,182,180,3+1,2,20 ve üzeri,5,0,Klima,Eşyasız,Boş,,Ara Kat,0,,Evet,775000,41.11260777,28.7885437,Başakşehir,Başakşehir, İstanbul,0,
6745,85,70,2+1,1,5,Giriş Katı,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,,Danışman,Evet,230000,41.02351859,28.87334134,Merkez,Güngören, İstanbul,,
6746,66,58,1+1,1,10,6,1,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,630000,41.05558165,28.97225805,Paşa,Şişli, İstanbul,355,
6747,165,160,3+1,2,10-20 arası,7,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,70000,Danışman,Evet,3705000,40.95515722,29.09815731,Bostancı,Kadıköy, İstanbul,0,
6748,130,130,3+1,1,5,2,26-30 arası,Kombi (Doğalgaz),Eşyasız,Boş,,,,,Evet,320000,40.98023879,28.71965218,Merkez,Avcılar, İstanbul,30,
6749,100,75,2+1,1,5,Bahçe katı,1,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Bahçe Katı,1400,Danışman,Evet,450000,40.9080252,29.16634648,Orhantepe,Kartal, İstanbul,35,
6750,160,160,3+2,2,5,4,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Dubleks,3000,İnşaat Geliştirici,Hayır,369000,40.98804627,28.71488938,Cihangir,Avcılar, İstanbul,30,Evet
6751,180,175,3+1,2,,,,,,,,,,,Hayır,1850000,41.03303145,28.98531452,Cihangir,Beyoğlu, İstanbul,,
6752,340,300,4+1,2,2,1,26-30 arası,Kombi (Doğalgaz),Sadece Beyaz Eşya,Boş,İkinci El,Çatı Dubleksi,,Danışman,Evet,19950000,41.06490965,29.03227162,Kuruçeşme,Beşiktaş, İstanbul,,
6753,85,65,2+1,1,3,Bahçe katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,,,0,Danışman,Evet,210000,41.0306324,29.22539016,Sultançiftliği,Çekmeköy, İstanbul,0,
6754,180,150,3+2,2,4,4,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Dubleks,1500,Danışman,Evet,312500,40.89408148,29.25150633,Dumlupınar,Pendik, İstanbul,20,
6755,85,84,1+1,1,3,Yüksek Giriş,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Giriş Kat,800,İnşaat Geliştirici,Evet,160000,41.02491661,28.77400875,İstasyon,Küçükçekmece, İstanbul,15,Evet
6756,135,120,3+1,1,6,1,4,Kombi (Doğalgaz),Eşyasız,Kiracılı,,Ara Kat,1000,,Evet,98000,41.03998254,28.67995977,Yenikent,Esenyurt, İstanbul,0,Evet
6757,110,100,2+1,1,6,Bahçe katı,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,,İnşaat Geliştirici,Evet,139000,41.00748925,28.64131111,Cumhuriyet,Beylikdüzü, İstanbul,,Evet
6758,185,150,3+1,3,6,5,6-10 arası,Klima,Eşyasız,Mülk Sahibi,,Çatı Dubleksi,0,Danışman,Evet,1500000,41.04879282,28.97643594,Yayla,Şişli, İstanbul,0,
6759,160,125,4+1,2,10-20 arası,8,0,Kombi (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Ara Kat,4000,Danışman,Evet,1700000,40.96411305,29.08231091,Suadiye,Kadıköy, İstanbul,120,
6760,110,80,3+1,2,5,Yüksek Giriş,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,Ara Kat,0,,Evet,485000,41.01263273,29.08416842,Cumhuriyet,Üsküdar, İstanbul,0,Evet
6761,96,85,2+1,2,1,Kot 2,0,Kombi (Doğalgaz),,,,,,Danışman,Evet,200000,40.98592138,29.27781176,Battalgazi,Sultanbeyli, İstanbul,,Evet
6762,95,85,2+1,1,6,4,26-30 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,,1500,,Evet,270000,41.011112,28.85401207,Soğanlı,Bahçelievler, İstanbul,0,Evet
6763,109,108,2+1,2,10-20 arası,7,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,Sıfır,Ara Kat,,Danışman,Evet,435000,41.09242389,28.64769213,Bahçeşehir 2. Kısım,Başakşehir, İstanbul,,
6764,210,195,4+1,2,10-20 arası,9,4,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,İkinci El,Ara Kat,,Danışman,Evet,1185000,41.1109611,28.78615714,Başakşehir,Başakşehir, İstanbul,370,
6765,125,120,3+1,1,5,2,21-25 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,,Danışman,Evet,480000,41.00316599,28.8583917,Siyavuşpaşa,Bahçelievler, İstanbul,,
6766,90,88,2+1,1,3,Giriş Katı,0,Kombi (Doğalgaz),Sadece Mutfak,Boş,Sıfır,Giriş Kat,,Danışman,Evet,600000,40.99620545,28.86594157,Bahçelievler,Bahçelievler, İstanbul,,
6767,85,80,2+1,1,4,Giriş Katı,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,,1500,Danışman,Evet,310000,41.04897052,28.90371467,Muratpaşa,Bayrampaşa, İstanbul,,
6768,140,125,3+1,2,5,4,11-15 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,435000,40.88567832,29.22758572,Yeni,Pendik, İstanbul,0,
6769,110,100,3+1,1,5,2,31-35 arası,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,İkinci El,Ara Kat,1700,Danışman,Evet,360000,41.01777098,29.01509169,Ahmediye,Üsküdar, İstanbul,0,
6770,130,120,3+1,1,5,5,16-20 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,,En Üst Kat,0,,Hayır,275000,41.14206837,28.46205101,Ferhatpaşa,Çatalca, İstanbul,0,
6771,90,60,2+1,1,5,Yüksek Giriş,1,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Giriş Kat,,Danışman,Evet,450000,41.04897165,28.97919774,Feriköy,Şişli, İstanbul,60,
6772,137,100,2+1,1,5,2,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,900000,40.88388253,29.20335937,Kordonboyu,Kartal, İstanbul,120,
6773,80,65,2+1,1,4,4,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,En Üst Kat,1250,Danışman,Evet,245000,41.04072874,28.9132817,Yenidoğan,Bayrampaşa, İstanbul,,Evet
6774,200,180,4+2,2,4,En Üst Kat,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Çatı Dubleksi,,Danışman,Evet,450000,41.01308704,29.21437014,İnönü,Sancaktepe, İstanbul,,
6775,110,105,2+1,1,5,2,0,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,380000,41.12292158,28.87459661,Cebeci,Sultangazi, İstanbul,0,
6776,92,85,2+1,1,5,5,21-25 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,,Ara Kat,0,,Evet,265000,40.99517886,28.85247152,Siyavuşpaşa,Bahçelievler, İstanbul,0,
6777,130,96,3+1,2,9,3,0,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,İnşaat Geliştirici,Evet,690000,41.05266945,28.82971287,Mahmutbey,Bağcılar, İstanbul,0,
6778,85,80,2+1,1,4,Bahçe katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Bahçe Katı,1100,Danışman,Evet,200000,41.00834729,28.83005525,Yenibosna Merkez,Bahçelievler, İstanbul,30,
6779,150,145,3+1,3,5,1,21-25 arası,Merkezi Sistem,Eşyasız,Boş,İkinci El,Ara Kat,4000,Danışman,Evet,1375000,41.09137786,29.01377941,Konaklar,Beşiktaş, İstanbul,300,
6780,115,110,3+1,1,5,3,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,2000,Danışman,Evet,675000,40.98989995,28.77870639,Cennet,Küçükçekmece, İstanbul,50,
6781,85,75,2+1,1,5,1,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1250,Danışman,Evet,260000,41.05536967,28.92793383,İslambey,Eyüpsultan, İstanbul,,
6782,125,110,2+1,1,5,3,6-10 arası,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Ara Kat,0,,Evet,430000,41.00349089,28.82692214,Çobançeşme,Bahçelievler, İstanbul,115,
6783,128,127,3+1,1,4,Bodrum Kat,16-20 arası,Soba (Doğalgaz),Sadece Mutfak,Mülk Sahibi,İkinci El,,1200,Danışman,Hayır,210000,41.04867564,28.90202664,Muratpaşa,Bayrampaşa, İstanbul,0,
6784,135,135,3+1,1,3,1,6-10 arası,Kombi (Doğalgaz),Eşyasız,Kiracılı,İkinci El,,,Danışman,Evet,380000,41.09732145,28.86595543,Uğur Mumcu,Sultangazi, İstanbul,,
6785,92,78,2+1,1,6,5,0,Kombi (Doğalgaz),Eşyasız,Boş,Sıfır,Ara Kat,1500,Danışman,Evet,355000,41.01448224,29.13792852,Tepeüstü,Ümraniye, İstanbul,30,
6786,90,85,2+1,1,6,2,11-15 arası,Kombi (Doğalgaz),Eşyasız,Boş,İkinci El,Ara Kat,1250,İnşaat Geliştirici,Evet,245000,41.00005472,28.70781622,Mustafa Kemal Paşa,Avcılar, İstanbul,20,
6787,120,100,3+1,1,5,Bahçe katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Mülk Sahibi,,,1000,,Evet,185000,41.0154946,29.22794932,Atatürk,Sancaktepe, İstanbul,0,Evet
6788,270,200,4+2,2,4,4,4,Klima,Eşyasız,Kiracılı,,En Üst Kat,0,,Evet,1420000,41.08113435,28.69429442,Bahçeşehir 1. Kısım,Başakşehir, İstanbul,530,
6789,90,80,2+1,1,4,Giriş Katı,6-10 arası,Kombi (Doğalgaz),Eşyasız,Boş,,,0,,Evet,285000,41.08150459,28.98414628,Çağlayan,Kağıthane, İstanbul,0,
6790,120,110,3+1,1,5,2,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Hayır,270000,40.99699627,28.84081953,Hürriyet,Bahçelievler, İstanbul,30,
6791,202,160,4+1,2,4,3,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,,,0,Danışman,Evet,9500000,41.0689063,29.04570056,Arnavutköy,Beşiktaş, İstanbul,0,
6792,100,90,2+1,1,3,2,16-20 arası,Kombi (Doğalgaz),Eşyasız,Boş,,Ara Kat,0,,Evet,420000,40.94235257,29.11464123,Çınar,Maltepe, İstanbul,40,
6793,120,100,3+1,2,4,1,0,Merkezi Sistem (Isı Payı Ölçer),Eşyasız,Boş,,Ara Kat,0,,Evet,565000,40.93520009,29.12408095,Feyzullah,Maltepe, İstanbul,30,
